TF	motif_token	p_value	q_value	target_with_motif	target_total	background_with_motif	background_total	log2_odds_ratio	motif_enriched_q1e-5	system	sample_id	sample_slug
E2F5	CIS-BP2.00|000940|M08109_2.00	1.0	1.0	3078.0	3584.0	23495.8	27089.0	-0.10529831312421468	FALSE	PDX	MGH1068	MGH1068
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	1.0	1199.0	3584.0	9397.2	27089.0	-0.07911653689308432	FALSE	PDX	MGH1068	MGH1068
XBP1	JASPAR2024|000675|MA0844.2	1e-09	0.0	1942.0	3584.0	12807.8	26096.0	0.2951421997697914	TRUE	PDX	MGH1089	MGH1089
NFATC4	JASPAR2024|000506|MA1525.3	1e-06	0.0	2668.0	3584.0	18485.0	26096.0	0.26168085814543857	TRUE	PDX	MGH1089	MGH1089
CEBPB	JASPAR2024|000235|MA0466.4	0.0001	0.0001	313.0	3584.0	1801.6	26096.0	0.3694875968338066	FALSE	PDX	MGH1089	MGH1089
CREB3L2	JASPAR2024|000025|MA0608.1	0.0001	0.0002	1977.0	3584.0	13539.4	26096.0	0.19014519275948075	FALSE	PDX	MGH1089	MGH1089
FOXA3	JASPAR2024|000358|MA1683.2	0.01	0.0057	3194.0	3584.0	22828.4	26096.0	0.22785837454513197	FALSE	PDX	MGH1089	MGH1089
CEBPA	JASPAR2024|000234|MA0102.5	0.01	0.0116	2589.0	3584.0	18310.3	26096.0	0.1454768214793659	FALSE	PDX	MGH1089	MGH1089
ZNF281	JASPAR2024|000706|MA1630.3	0.01	0.0134	2934.0	3584.0	20910.8	26096.0	0.16182164461527304	FALSE	PDX	MGH1089	MGH1089
HNF4A	JASPAR2024|000409|MA1494.2	0.1	0.0281	420.0	3584.0	2743.9	26096.0	0.17722064485103303	FALSE	PDX	MGH1089	MGH1089
HNF4A	JASPAR2024|000410|MA0114.5	0.1	0.0383	3435.0	3584.0	24811.1	26096.0	0.25157720428915176	FALSE	PDX	MGH1089	MGH1089
GATA6	JASPAR2024|000382|MA1104.3	0.1	0.041	2958.0	3584.0	21186.1	26096.0	0.130239852131666	FALSE	PDX	MGH1089	MGH1089
FOXA2	JASPAR2024|000357|MA0047.4	0.1	0.0843	2769.0	3584.0	19843.0	26096.0	0.09793802345941437	FALSE	PDX	MGH1089	MGH1089
FOXA1	JASPAR2024|000356|MA0148.5	1.0	0.2163	2867.0	3584.0	20668.6	26096.0	0.06973322572025528	FALSE	PDX	MGH1089	MGH1089
ETV1	JASPAR2024|000652|MA1966.2	1.0	0.2856	3463.0	3584.0	25136.5	26096.0	0.1225681907757468	FALSE	PDX	MGH1089	MGH1089
NKX2-1	JASPAR2024|000822|MA1994.2	1.0	0.3192	3393.0	3584.0	24622.2	26096.0	0.08547077500641684	FALSE	PDX	MGH1089	MGH1089
ETV1	JASPAR2024|000311|MA0761.3	1.0	0.3314	3557.0	3584.0	25867.8	26096.0	0.19370325703724153	FALSE	PDX	MGH1089	MGH1089
ELF3	JASPAR2024|000276|MA0640.3	1.0	0.3368	3570.0	3584.0	25971.2	26096.0	0.2485191827005639	FALSE	PDX	MGH1089	MGH1089
ZNF75D	JASPAR2024|000169|MA1601.2	1.0	0.3368	2417.0	3584.0	17462.1	26096.0	0.033992796696902756	FALSE	PDX	MGH1089	MGH1089
ZNF341	JASPAR2024|000712|MA1655.2	1.0	0.4881	3582.0	3584.0	26075.5	26096.0	0.206705357138467	FALSE	PDX	MGH1089	MGH1089
FOXD2	JASPAR2024|000361|MA0847.4	1.0	0.7925	1296.0	3584.0	9554.8	26096.0	-0.028045651173706904	FALSE	PDX	MGH1089	MGH1089
NR3C2	JASPAR2024|000539|MA0727.2	1.0	0.8979	225.0	3584.0	1750.8	26096.0	-0.09987835498269035	FALSE	PDX	MGH1089	MGH1089
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	0.9995	1719.0	3584.0	13229.3	26096.0	-0.15766634992933784	FALSE	PDX	MGH1089	MGH1089
E2F5	CIS-BP2.00|000940|M08109_2.00	0.0001	0.0001	3219.0	3584.0	22847.7	26096.0	0.3247916631158008	FALSE	PDX	MGH1089	MGH1089
ZNF444	CIS-BP2.00|000420|M04529_2.00	0.1	0.1641	1251.0	3584.0	8790.2	26096.0	0.07841018414647409	FALSE	PDX	MGH1089	MGH1089
ZNF141	CIS-BP2.00|000653|M07586_2.00	1.0	0.4004	2569.0	3584.0	18525.0	26096.0	0.04843597925057991	FALSE	PDX	MGH1089	MGH1089
ZNF19	CIS-BP2.00|000670|M07603_2.00	1.0	0.4339	3565.0	3584.0	25930.3	26096.0	0.22888394617780836	FALSE	PDX	MGH1089	MGH1089
ZNF33A	CIS-BP2.00|000762|M07695_2.00	1.0	0.445	3212.0	3584.0	23303.7	26096.0	0.047578302674415235	FALSE	PDX	MGH1089	MGH1089
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	0.8516	812.0	3584.0	5951.6	26096.0	-0.011803768514032115	FALSE	PDX	MGH1089	MGH1089
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	0.8711	494.0	3584.0	3648.0	26096.0	-0.022554149951535395	FALSE	PDX	MGH1089	MGH1089
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	1.0	1193.0	3584.0	8986.0	26096.0	-0.07366654561913479	FALSE	PDX	MGH1089	MGH1089
NFATC4	JASPAR2024|000506|MA1525.3	1e-10	0.0	2692.0	3584.0	18432.4	26306.0	0.3659261460051314	TRUE	PDX	MGH1109	MGH1109
XBP1	JASPAR2024|000675|MA0844.2	1e-10	0.0	1946.0	3584.0	12843.4	26306.0	0.3164339758383283	TRUE	PDX	MGH1109	MGH1109
CEBPB	JASPAR2024|000235|MA0466.4	1e-08	0.0	341.0	3584.0	1831.7	26306.0	0.492054216050838	TRUE	PDX	MGH1109	MGH1109
ZNF75D	JASPAR2024|000169|MA1601.2	1e-05	0.0	2509.0	3584.0	17525.5	26306.0	0.22535280891601983	TRUE	PDX	MGH1109	MGH1109
CEBPA	JASPAR2024|000234|MA0102.5	0.01	0.033	2605.0	3584.0	18636.7	26306.0	0.13051859048125358	FALSE	PDX	MGH1109	MGH1109
ZNF281	JASPAR2024|000706|MA1630.3	0.1	0.0841	2917.0	3584.0	21061.9	26306.0	0.12212772664450929	FALSE	PDX	MGH1109	MGH1109
HNF4A	JASPAR2024|000410|MA0114.5	0.1	0.1437	3435.0	3584.0	25054.4	26306.0	0.1996316078743406	FALSE	PDX	MGH1109	MGH1109
CREB3L2	JASPAR2024|000025|MA0608.1	0.1	0.2365	1902.0	3584.0	13662.9	26306.0	0.06538071957512046	FALSE	PDX	MGH1109	MGH1109
NKX2-1	JASPAR2024|000822|MA1994.2	0.1	0.2365	3407.0	3584.0	24870.6	26306.0	0.14837959530781455	FALSE	PDX	MGH1109	MGH1109
ELF3	JASPAR2024|000276|MA0640.3	1.0	0.2854	3571.0	3584.0	26172.4	26306.0	0.43880616508995646	FALSE	PDX	MGH1109	MGH1109
GATA6	JASPAR2024|000382|MA1104.3	1.0	0.2884	2933.0	3584.0	21346.9	26306.0	0.06502121481440108	FALSE	PDX	MGH1109	MGH1109
FOXA3	JASPAR2024|000358|MA1683.2	1.0	0.2884	3159.0	3584.0	23040.9	26306.0	0.07365684350292095	FALSE	PDX	MGH1109	MGH1109
ZNF341	JASPAR2024|000712|MA1655.2	1.0	0.3942	3583.0	3584.0	26285.4	26306.0	0.9393607206964738	FALSE	PDX	MGH1109	MGH1109
FOXA2	JASPAR2024|000357|MA0047.4	1.0	0.4228	2753.0	3584.0	20094.5	26306.0	0.03377159730480311	FALSE	PDX	MGH1109	MGH1109
ETV1	JASPAR2024|000652|MA1966.2	1.0	0.8118	3452.0	3584.0	25348.5	26306.0	-0.022182219177520023	FALSE	PDX	MGH1109	MGH1109
FOXA1	JASPAR2024|000356|MA0148.5	1.0	0.9202	2831.0	3584.0	20868.9	26306.0	-0.030460077353451277	FALSE	PDX	MGH1109	MGH1109
FOXD2	JASPAR2024|000361|MA0847.4	1.0	1.0	1283.0	3584.0	9653.0	26306.0	-0.05578974188858943	FALSE	PDX	MGH1109	MGH1109
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	1.0	1835.0	3584.0	13771.0	26306.0	-0.06643571568150539	FALSE	PDX	MGH1109	MGH1109
HNF4A	JASPAR2024|000409|MA1494.2	1.0	1.0	347.0	3584.0	2783.4	26306.0	-0.14089640550016266	FALSE	PDX	MGH1109	MGH1109
NR3C2	JASPAR2024|000539|MA0727.2	1.0	1.0	207.0	3584.0	1721.3	26306.0	-0.1889719142000963	FALSE	PDX	MGH1109	MGH1109
ETV1	JASPAR2024|000311|MA0761.3	1.0	1.0	3539.0	3584.0	26069.6	26306.0	-0.5004388880937347	FALSE	PDX	MGH1109	MGH1109
ZNF141	CIS-BP2.00|000653|M07586_2.00	0.1	0.1164	2591.0	3584.0	18643.0	26307.0	0.10078637892451786	FALSE	PDX	MGH1109	MGH1109
E2F5	CIS-BP2.00|000940|M08109_2.00	0.1	0.1607	3148.0	3584.0	22882.5	26307.0	0.1105107972942517	FALSE	PDX	MGH1109	MGH1109
ZNF444	CIS-BP2.00|000420|M04529_2.00	1.0	0.2084	1240.0	3584.0	8845.4	26307.0	0.06278768648001071	FALSE	PDX	MGH1109	MGH1109
ZNF19	CIS-BP2.00|000670|M07603_2.00	1.0	0.2096	3567.0	3584.0	26136.6	26307.0	0.4146118265583639	FALSE	PDX	MGH1109	MGH1109
ZNF33A	CIS-BP2.00|000762|M07695_2.00	1.0	0.4859	3229.0	3584.0	23625.3	26307.0	0.04451489546370123	FALSE	PDX	MGH1109	MGH1109
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	1.0	782.0	3584.0	5993.6	26307.0	-0.07969952903928518	FALSE	PDX	MGH1109	MGH1109
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	1.0	1175.0	3584.0	9026.4	26307.0	-0.09856673970018925	FALSE	PDX	MGH1109	MGH1109
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	470.0	3584.0	3818.3	26307.0	-0.16869287233131514	FALSE	PDX	MGH1109	MGH1109
XBP1	JASPAR2024|000675|MA0844.2	1e-10	0.0	1935.0	3584.0	12832.2	26518.0	0.3235852606511035	TRUE	PDX	MGH1112	MGH1112
NFATC4	JASPAR2024|000506|MA1525.3	1e-10	0.0	2691.0	3584.0	18583.2	26518.0	0.3631896925932187	TRUE	PDX	MGH1112	MGH1112
CEBPB	JASPAR2024|000235|MA0466.4	1e-08	0.0	338.0	3584.0	1801.5	26518.0	0.5161752615514859	TRUE	PDX	MGH1112	MGH1112
CREB3L2	JASPAR2024|000025|MA0608.1	1e-05	0.0	1997.0	3584.0	13765.1	26518.0	0.22125333181727483	TRUE	PDX	MGH1112	MGH1112
CEBPA	JASPAR2024|000234|MA0102.5	0.0001	0.0	2660.0	3584.0	18832.8	26518.0	0.23191493454941084	TRUE	PDX	MGH1112	MGH1112
NKX2-1	JASPAR2024|000822|MA1994.2	0.01	0.008	3434.0	3584.0	25133.2	26518.0	0.33091196715625154	FALSE	PDX	MGH1112	MGH1112
ELF3	JASPAR2024|000276|MA0640.3	0.01	0.0187	3577.0	3584.0	26394.1	26518.0	1.1687329490129612	FALSE	PDX	MGH1112	MGH1112
FOXA2	JASPAR2024|000357|MA0047.4	0.1	0.0841	2800.0	3584.0	20369.6	26518.0	0.10778626271226481	FALSE	PDX	MGH1112	MGH1112
ZNF75D	JASPAR2024|000169|MA1601.2	0.1	0.1159	2468.0	3584.0	17916.9	26518.0	0.08596703964452457	FALSE	PDX	MGH1112	MGH1112
FOXA3	JASPAR2024|000358|MA1683.2	1.0	0.358	3169.0	3584.0	23306.5	26518.0	0.07211536637350138	FALSE	PDX	MGH1112	MGH1112
HNF4A	JASPAR2024|000409|MA1494.2	1.0	0.358	409.0	3584.0	2892.2	26518.0	0.07485668526411625	FALSE	PDX	MGH1112	MGH1112
GATA6	JASPAR2024|000382|MA1104.3	1.0	0.358	2940.0	3584.0	21591.9	26518.0	0.05794986502736595	FALSE	PDX	MGH1112	MGH1112
FOXA1	JASPAR2024|000356|MA0148.5	1.0	0.358	2872.0	3584.0	21082.6	26518.0	0.05584878251196102	FALSE	PDX	MGH1112	MGH1112
FOXD2	JASPAR2024|000361|MA0847.4	1.0	0.358	1324.0	3584.0	9632.2	26518.0	0.038647035825425405	FALSE	PDX	MGH1112	MGH1112
ETV1	JASPAR2024|000652|MA1966.2	1.0	0.358	3465.0	3584.0	25577.5	26518.0	0.09341606717101603	FALSE	PDX	MGH1112	MGH1112
ZNF281	JASPAR2024|000706|MA1630.3	1.0	0.3912	2889.0	3584.0	21278.3	26518.0	0.03297443699245389	FALSE	PDX	MGH1112	MGH1112
ETV1	JASPAR2024|000311|MA0761.3	1.0	0.5034	3555.0	3584.0	26289.9	26518.0	0.06762681308440331	FALSE	PDX	MGH1112	MGH1112
HNF4A	JASPAR2024|000410|MA0114.5	1.0	0.5786	3423.0	3584.0	25321.6	26518.0	0.002843414249481707	FALSE	PDX	MGH1112	MGH1112
ZNF341	JASPAR2024|000712|MA1655.2	1.0	0.7885	3581.0	3584.0	26498.8	26518.0	-0.39454960057263067	FALSE	PDX	MGH1112	MGH1112
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	0.8385	1892.0	3584.0	14180.8	26518.0	-0.03977885246076035	FALSE	PDX	MGH1112	MGH1112
NR3C2	JASPAR2024|000539|MA0727.2	1.0	0.9307	221.0	3584.0	1795.3	26518.0	-0.14141775626366215	FALSE	PDX	MGH1112	MGH1112
ZNF444	CIS-BP2.00|000420|M04529_2.00	0.01	0.0075	1278.0	3584.0	8849.8	26519.0	0.14622614948802762	FALSE	PDX	MGH1112	MGH1112
ZNF33A	CIS-BP2.00|000762|M07695_2.00	0.01	0.0141	3279.0	3584.0	23918.2	26519.0	0.22339730544195466	FALSE	PDX	MGH1112	MGH1112
ZNF141	CIS-BP2.00|000653|M07586_2.00	0.1	0.1817	2584.0	3584.0	18819.6	26519.0	0.07980135573882531	FALSE	PDX	MGH1112	MGH1112
ZNF19	CIS-BP2.00|000670|M07603_2.00	1.0	1.0	3561.0	3584.0	26359.6	26519.0	-0.1213616710664335	FALSE	PDX	MGH1112	MGH1112
E2F5	CIS-BP2.00|000940|M08109_2.00	1.0	1.0	3087.0	3584.0	22978.1	26519.0	-0.06422848674056	FALSE	PDX	MGH1112	MGH1112
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	1.0	1185.0	3584.0	9042.5	26519.0	-0.06665395757598916	FALSE	PDX	MGH1112	MGH1112
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	482.0	3584.0	3898.5	26519.0	-0.1483437151708806	FALSE	PDX	MGH1112	MGH1112
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	1.0	740.0	3584.0	6013.4	26519.0	-0.17192308867054937	FALSE	PDX	MGH1112	MGH1112
NFATC4	JASPAR2024|000506|MA1525.3	1e-11	0.0	2736.0	3584.0	18512.6	26008.0	0.3849724101754198	TRUE	PDX	MGH1139	MGH1139
XBP1	JASPAR2024|000675|MA0844.2	1e-08	0.0	1920.0	3584.0	12672.6	26008.0	0.2799388156985175	TRUE	PDX	MGH1139	MGH1139
CEBPB	JASPAR2024|000235|MA0466.4	1e-07	0.0	334.0	3584.0	1801.5	26008.0	0.4671698412024171	TRUE	PDX	MGH1139	MGH1139
ZNF281	JASPAR2024|000706|MA1630.3	1e-05	0.0	2989.0	3584.0	20919.9	26008.0	0.2881610562204152	TRUE	PDX	MGH1139	MGH1139
HNF4A	JASPAR2024|000409|MA1494.2	1e-05	0.0	466.0	3584.0	2771.7	26008.0	0.3264048830332677	TRUE	PDX	MGH1139	MGH1139
ZNF75D	JASPAR2024|000169|MA1601.2	0.001	0.003	2492.0	3584.0	17444.0	26008.0	0.16362890636031197	FALSE	PDX	MGH1139	MGH1139
GATA6	JASPAR2024|000382|MA1104.3	0.1	0.0554	2964.0	3584.0	21154.0	26008.0	0.13271570900460422	FALSE	PDX	MGH1139	MGH1139
CREB3L2	JASPAR2024|000025|MA0608.1	0.1	0.0731	1905.0	3584.0	13405.0	26008.0	0.09313720913371187	FALSE	PDX	MGH1139	MGH1139
CEBPA	JASPAR2024|000234|MA0102.5	0.1	0.0979	2562.0	3584.0	18244.4	26008.0	0.09284852279225032	FALSE	PDX	MGH1139	MGH1139
ZNF341	JASPAR2024|000712|MA1655.2	0.1	0.0979	3584.0	3584.0	25983.0	26008.0	2.81467336313157	FALSE	PDX	MGH1139	MGH1139
FOXA2	JASPAR2024|000357|MA0047.4	0.1	0.151	2757.0	3584.0	19740.2	26008.0	0.08150265426556436	FALSE	PDX	MGH1139	MGH1139
FOXA3	JASPAR2024|000358|MA1683.2	1.0	0.2498	3158.0	3584.0	22758.6	26008.0	0.08064564957340317	FALSE	PDX	MGH1139	MGH1139
ETV1	JASPAR2024|000652|MA1966.2	1.0	0.2793	3461.0	3584.0	25032.8	26008.0	0.12754735374848775	FALSE	PDX	MGH1139	MGH1139
NKX2-1	JASPAR2024|000822|MA1994.2	1.0	0.2832	3392.0	3584.0	24520.5	26008.0	0.09684708097231717	FALSE	PDX	MGH1139	MGH1139
HNF4A	JASPAR2024|000410|MA0114.5	1.0	0.3985	3418.0	3584.0	24744.6	26008.0	0.06858069731995596	FALSE	PDX	MGH1139	MGH1139
FOXA1	JASPAR2024|000356|MA0148.5	1.0	0.6968	2837.0	3584.0	20595.2	26008.0	-0.003288004727977324	FALSE	PDX	MGH1139	MGH1139
ELF3	JASPAR2024|000276|MA0640.3	1.0	0.7008	3568.0	3584.0	25890.1	26008.0	-0.01590757028639566	FALSE	PDX	MGH1139	MGH1139
ETV1	JASPAR2024|000311|MA0761.3	1.0	0.709	3551.0	3584.0	25773.3	26008.0	-0.04774980892554108	FALSE	PDX	MGH1139	MGH1139
NR3C2	JASPAR2024|000539|MA0727.2	1.0	0.709	233.0	3584.0	1722.5	26008.0	-0.026182193496863265	FALSE	PDX	MGH1139	MGH1139
FOXD2	JASPAR2024|000361|MA0847.4	1.0	0.709	1300.0	3584.0	9521.0	26008.0	-0.020700159923221943	FALSE	PDX	MGH1139	MGH1139
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	1.0	1641.0	3584.0	13044.1	26008.0	-0.25253962478891895	FALSE	PDX	MGH1139	MGH1139
ZNF33A	CIS-BP2.00|000762|M07695_2.00	0.001	0.005	3241.0	3584.0	23076.7	26006.0	0.26068546798032705	FALSE	PDX	MGH1139	MGH1139
E2F5	CIS-BP2.00|000940|M08109_2.00	0.01	0.0157	3198.0	3584.0	22825.4	26006.0	0.20578104858303434	FALSE	PDX	MGH1139	MGH1139
ZNF444	CIS-BP2.00|000420|M04529_2.00	0.1	0.0994	1274.0	3584.0	8875.8	26006.0	0.09028005485068738	FALSE	PDX	MGH1139	MGH1139
ZNF141	CIS-BP2.00|000653|M07586_2.00	0.1	0.1033	2588.0	3584.0	18439.9	26006.0	0.09202174346027928	FALSE	PDX	MGH1139	MGH1139
ZNF19	CIS-BP2.00|000670|M07603_2.00	1.0	0.3731	3567.0	3584.0	25854.9	26006.0	0.25736263671973525	FALSE	PDX	MGH1139	MGH1139
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	0.8582	812.0	3584.0	5966.4	26006.0	-0.022911538560759892	FALSE	PDX	MGH1139	MGH1139
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	0.9852	485.0	3584.0	3662.5	26006.0	-0.06570243065492441	FALSE	PDX	MGH1139	MGH1139
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	0.992	1202.0	3584.0	9066.3	26006.0	-0.08465377927303623	FALSE	PDX	MGH1139	MGH1139
CEBPB	JASPAR2024|000235|MA0466.4	1e-18	0.0	393.0	3582.0	1797.8	25942.0	0.7281061778168832	TRUE	PDX	MGH1174	MGH1174
NFATC4	JASPAR2024|000506|MA1525.3	1e-10	0.0	2732.0	3582.0	18548.1	25942.0	0.35703304812708064	TRUE	PDX	MGH1174	MGH1174
XBP1	JASPAR2024|000675|MA0844.2	1e-06	0.0	1914.0	3582.0	12738.3	25942.0	0.2501834880180637	TRUE	PDX	MGH1174	MGH1174
CEBPA	JASPAR2024|000234|MA0102.5	0.001	0.0019	2608.0	3582.0	18211.8	25942.0	0.1842441719131358	FALSE	PDX	MGH1174	MGH1174
ZNF281	JASPAR2024|000706|MA1630.3	0.01	0.0054	2947.0	3582.0	20814.0	25942.0	0.1925477085829088	FALSE	PDX	MGH1174	MGH1174
FOXA3	JASPAR2024|000358|MA1683.2	0.01	0.0118	3191.0	3582.0	22713.0	25942.0	0.21298312757288462	FALSE	PDX	MGH1174	MGH1174
GATA6	JASPAR2024|000382|MA1104.3	0.01	0.0245	2964.0	3582.0	21048.7	25942.0	0.1562049410491185	FALSE	PDX	MGH1174	MGH1174
FOXA2	JASPAR2024|000357|MA0047.4	0.1	0.0333	2782.0	3582.0	19723.4	25942.0	0.13224125647231408	FALSE	PDX	MGH1174	MGH1174
FOXA1	JASPAR2024|000356|MA0148.5	0.1	0.0333	2896.0	3582.0	20577.9	25942.0	0.13739073314733097	FALSE	PDX	MGH1174	MGH1174
CREB3L2	JASPAR2024|000025|MA0608.1	0.1	0.0795	1912.0	3582.0	13452.9	25942.0	0.0879362152961381	FALSE	PDX	MGH1174	MGH1174
ELF3	JASPAR2024|000276|MA0640.3	0.1	0.0996	3574.0	3582.0	25821.2	25942.0	0.9822022711592582	FALSE	PDX	MGH1174	MGH1174
NKX2-1	JASPAR2024|000822|MA1994.2	0.1	0.1555	3394.0	3582.0	24428.1	25942.0	0.1588096926837138	FALSE	PDX	MGH1174	MGH1174
ETV1	JASPAR2024|000652|MA1966.2	1.0	0.2243	3462.0	3582.0	24967.3	25942.0	0.16648224980633503	FALSE	PDX	MGH1174	MGH1174
ETV1	JASPAR2024|000311|MA0761.3	1.0	0.2708	3558.0	3582.0	25714.8	25942.0	0.36299479364760234	FALSE	PDX	MGH1174	MGH1174
ZNF75D	JASPAR2024|000169|MA1601.2	1.0	0.2858	2424.0	3582.0	17374.1	25942.0	0.045547181539244114	FALSE	PDX	MGH1174	MGH1174
FOXD2	JASPAR2024|000361|MA0847.4	1.0	0.2858	1359.0	3582.0	9663.5	25942.0	0.04256346614849506	FALSE	PDX	MGH1174	MGH1174
HNF4A	JASPAR2024|000410|MA0114.5	1.0	0.2858	3418.0	3582.0	24663.7	25942.0	0.10764799729253338	FALSE	PDX	MGH1174	MGH1174
HNF4A	JASPAR2024|000409|MA1494.2	1.0	0.3854	387.0	3582.0	2740.7	25942.0	0.03758376514205196	FALSE	PDX	MGH1174	MGH1174
ZNF341	JASPAR2024|000712|MA1655.2	1.0	0.458	3582.0	3582.0	25921.0	25942.0	2.571154159198956	FALSE	PDX	MGH1174	MGH1174
NR3C2	JASPAR2024|000539|MA0727.2	1.0	0.8261	230.0	3582.0	1748.8	25942.0	-0.07261688910039368	FALSE	PDX	MGH1174	MGH1174
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	1.0	1672.0	3582.0	12971.3	25942.0	-0.19201077905122851	FALSE	PDX	MGH1174	MGH1174
E2F5	CIS-BP2.00|000940|M08109_2.00	0.001	0.0013	3216.0	3584.0	22784.1	25944.0	0.27587519259783033	FALSE	PDX	MGH1174	MGH1174
ZNF141	CIS-BP2.00|000653|M07586_2.00	0.01	0.0412	2607.0	3584.0	18395.2	25944.0	0.13054485343422875	FALSE	PDX	MGH1174	MGH1174
ZNF444	CIS-BP2.00|000420|M04529_2.00	1.0	0.3321	1243.0	3584.0	8815.8	25944.0	0.04514390858530849	FALSE	PDX	MGH1174	MGH1174
ZNF33A	CIS-BP2.00|000762|M07695_2.00	1.0	0.7786	3192.0	3584.0	23104.5	25944.0	-0.0003201938507555645	FALSE	PDX	MGH1174	MGH1174
ZNF19	CIS-BP2.00|000670|M07603_2.00	1.0	0.7786	3561.0	3584.0	25773.4	25944.0	0.00875313695955772	FALSE	PDX	MGH1174	MGH1174
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	1.0	758.0	3584.0	5955.9	25944.0	-0.15113072801336783	FALSE	PDX	MGH1174	MGH1174
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	444.0	3584.0	3619.8	25944.0	-0.19627931450334338	FALSE	PDX	MGH1174	MGH1174
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	1.0	1135.0	3584.0	9019.5	25944.0	-0.2012030903689851	FALSE	PDX	MGH1174	MGH1174
NFATC4	JASPAR2024|000506|MA1525.3	1e-14	0.0	2752.0	3584.0	18761.6	26402.0	0.42921355631528785	TRUE	PDX	MGH1181	MGH1181
XBP1	JASPAR2024|000675|MA0844.2	1e-08	0.0	1906.0	3584.0	12793.2	26402.0	0.2729132982028568	TRUE	PDX	MGH1181	MGH1181
ZNF75D	JASPAR2024|000169|MA1601.2	0.0001	0.0004	2534.0	3584.0	17874.6	26402.0	0.2029361149815793	FALSE	PDX	MGH1181	MGH1181
CREB3L2	JASPAR2024|000025|MA0608.1	0.0001	0.0004	1969.0	3584.0	13666.1	26402.0	0.18415184594963696	FALSE	PDX	MGH1181	MGH1181
GATA6	JASPAR2024|000382|MA1104.3	0.001	0.0014	2999.0	3584.0	21516.2	26402.0	0.21833847321125016	FALSE	PDX	MGH1181	MGH1181
CEBPB	JASPAR2024|000235|MA0466.4	0.01	0.0119	287.0	3584.0	1803.6	26402.0	0.24950379156271532	FALSE	PDX	MGH1181	MGH1181
CEBPA	JASPAR2024|000234|MA0102.5	0.01	0.0122	2603.0	3584.0	18643.6	26402.0	0.1425971151243452	FALSE	PDX	MGH1181	MGH1181
ZNF281	JASPAR2024|000706|MA1630.3	0.01	0.0198	2947.0	3584.0	21287.0	26402.0	0.15193520031621596	FALSE	PDX	MGH1181	MGH1181
ETV1	JASPAR2024|000311|MA0761.3	0.01	0.0209	3565.0	3584.0	26166.7	26402.0	0.7204344401116066	FALSE	PDX	MGH1181	MGH1181
FOXA2	JASPAR2024|000357|MA0047.4	0.1	0.0796	2788.0	3584.0	20204.5	26402.0	0.1029053126307219	FALSE	PDX	MGH1181	MGH1181
NKX2-1	JASPAR2024|000822|MA1994.2	0.1	0.0796	3411.0	3584.0	24951.4	26402.0	0.19346782118113032	FALSE	PDX	MGH1181	MGH1181
FOXA3	JASPAR2024|000358|MA1683.2	0.1	0.0796	3183.0	3584.0	23199.4	26402.0	0.13056402905546918	FALSE	PDX	MGH1181	MGH1181
FOXA1	JASPAR2024|000356|MA0148.5	0.1	0.0796	2898.0	3584.0	21042.5	26402.0	0.10493936848913649	FALSE	PDX	MGH1181	MGH1181
ETV1	JASPAR2024|000652|MA1966.2	0.1	0.0796	3475.0	3584.0	25458.5	26402.0	0.23497268683342487	FALSE	PDX	MGH1181	MGH1181
ZNF341	JASPAR2024|000712|MA1655.2	0.1	0.0796	3584.0	3584.0	26380.2	26402.0	2.5993327559814876	FALSE	PDX	MGH1181	MGH1181
ELF3	JASPAR2024|000276|MA0640.3	0.1	0.117	3572.0	3584.0	26269.3	26402.0	0.5351947820069421	FALSE	PDX	MGH1181	MGH1181
HNF4A	JASPAR2024|000410|MA0114.5	1.0	0.228	3426.0	3584.0	25150.9	26402.0	0.10538770346247484	FALSE	PDX	MGH1181	MGH1181
HNF4A	JASPAR2024|000409|MA1494.2	1.0	0.4148	391.0	3584.0	2827.8	26402.0	0.03117811293824273	FALSE	PDX	MGH1181	MGH1181
FOXD2	JASPAR2024|000361|MA0847.4	1.0	0.8457	1290.0	3584.0	9653.3	26402.0	-0.03532631979022778	FALSE	PDX	MGH1181	MGH1181
