TF	motif_token	p_value	q_value	target_with_motif	target_total	background_with_motif	background_total	log2_odds_ratio	motif_enriched_q1e-5	system	sample_id	sample_slug
HNF4A	JASPAR2024|000409|MA1494.2	1.0	1.0	379.0	3584.0	3115.7	27593.0	-0.10476345443616883	FALSE	patient	TCGA-NJ-A4YG	TCGA-NJ-A4YG
HNF4A	JASPAR2024|000410|MA0114.5	1.0	1.0	3424.0	3584.0	26514.6	27593.0	-0.20393297463154159	FALSE	patient	TCGA-NJ-A4YG	TCGA-NJ-A4YG
ZNF281	CIS-BP2.00|001020|M08321_2.00	1.0	1.0	2897.0	3584.0	22627.0	27593.0	-0.11239873804261549	FALSE	patient	TCGA-NJ-A4YG	TCGA-NJ-A4YG
ZNF341	CIS-BP2.00|001017|M08310_2.00	1.0	1.0	3574.0	3584.0	27552.2	27593.0	-0.9706278901039258	FALSE	patient	TCGA-NJ-A4YG	TCGA-NJ-A4YG
GATA6	CIS-BP2.00|000947|M08124_2.00	1.0	1.0	2631.0	3584.0	20656.6	27593.0	-0.10969418835076915	FALSE	patient	TCGA-NJ-A4YG	TCGA-NJ-A4YG
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	511.0	3584.0	4597.3	27593.0	-0.26469647346974023	FALSE	patient	TCGA-NJ-A4YG	TCGA-NJ-A4YG
ELF3	CIS-BP2.00|000227|M03002_2.00	1e-12	0.0	1596.0	3584.0	10522.7	27219.0	0.3492301419187714	TRUE	PDX	MGH10022	MGH10022
NFATC4	JASPAR2024|000506|MA1525.3	1e-06	0.0	2637.0	3584.0	19030.7	27219.0	0.26033067034389784	TRUE	PDX	MGH10022	MGH10022
CEBPB	JASPAR2024|000235|MA0466.4	0.0001	0.0002	297.0	3584.0	1764.4	27219.0	0.38426706515053927	FALSE	PDX	MGH10022	MGH10022
XBP1	JASPAR2024|000675|MA0844.2	0.001	0.0108	1756.0	3584.0	12624.2	27219.0	0.15129770939597872	FALSE	PDX	MGH10022	MGH10022
ZNF33A	CIS-BP2.00|000762|M07695_2.00	0.01	0.036	3271.0	3584.0	24477.5	27219.0	0.22522971281608273	FALSE	PDX	MGH10022	MGH10022
FOXA3	CIS-BP2.00|000469|M04831_2.00	0.01	0.058	139.0	3584.0	853.2	27219.0	0.32244581130770855	FALSE	PDX	MGH10022	MGH10022
ZNF444	CIS-BP2.00|000420|M04529_2.00	0.1	0.0788	1286.0	3584.0	9272.3	27219.0	0.11544062940182441	FALSE	PDX	MGH10022	MGH10022
FOXA1	JASPAR2024|000356|MA0148.5	0.1	0.0788	2900.0	3584.0	21607.3	27219.0	0.13826530897497671	FALSE	PDX	MGH10022	MGH10022
ZNF75D	JASPAR2024|000169|MA1601.2	0.1	0.0849	2521.0	3584.0	18691.7	27219.0	0.11327132176806033	FALSE	PDX	MGH10022	MGH10022
FOXD2	CIS-BP2.00|000235|M03042_2.00	0.1	0.1026	1374.0	3584.0	9987.3	27219.0	0.10140223430546023	FALSE	PDX	MGH10022	MGH10022
CEBPB	CIS-BP2.00|000866|M07830_2.00	0.1	0.1388	1626.0	3584.0	11927.5	27219.0	0.09044663664159183	FALSE	PDX	MGH10022	MGH10022
FOXA3	JASPAR2024|000358|MA1683.2	0.1	0.1388	3181.0	3584.0	23883.3	27219.0	0.13931183385857784	FALSE	PDX	MGH10022	MGH10022
CREB3L2	CIS-BP2.00|000117|M01812_2.00	0.1	0.1388	1857.0	3584.0	13692.1	27219.0	0.08716465980934897	FALSE	PDX	MGH10022	MGH10022
CREB3L2	JASPAR2024|000025|MA0608.1	0.1	0.1624	1843.0	3584.0	13614.4	27219.0	0.08107811823071119	FALSE	PDX	MGH10022	MGH10022
XBP1	CIS-BP2.00|000375|M04231_2.00	0.1	0.1886	3315.0	3584.0	24977.3	27219.0	0.1432097390259905	FALSE	PDX	MGH10022	MGH10022
FOXA2	JASPAR2024|000357|MA0047.4	0.1	0.1886	2791.0	3584.0	20894.8	27219.0	0.0906289110103078	FALSE	PDX	MGH10022	MGH10022
CEBPA	JASPAR2024|000234|MA0102.5	0.1	0.1886	2596.0	3584.0	19403.6	27219.0	0.08137774876661698	FALSE	PDX	MGH10022	MGH10022
ELF3	JASPAR2024|000276|MA0640.3	0.1	0.1917	3575.0	3584.0	27103.7	27219.0	0.685264412715241	FALSE	PDX	MGH10022	MGH10022
ZNF75D	CIS-BP2.00|000750|M07683_2.00	0.1	0.2257	2241.0	3584.0	16719.9	27219.0	0.06719318382957777	FALSE	PDX	MGH10022	MGH10022
FOXA1	CIS-BP2.00|000890|M07960_2.00	0.1	0.2257	1823.0	3584.0	13537.3	27219.0	0.06521264021077579	FALSE	PDX	MGH10022	MGH10022
CEBPA	CIS-BP2.00|000926|M08076_2.00	1.0	0.2505	1357.0	3584.0	10034.4	27219.0	0.061658773054682245	FALSE	PDX	MGH10022	MGH10022
ETV1	JASPAR2024|000311|MA0761.3	1.0	0.5453	3561.0	3584.0	27011.4	27219.0	0.2235060768958049	FALSE	PDX	MGH10022	MGH10022
FOXA2	CIS-BP2.00|000889|M07959_2.00	1.0	0.5453	2092.0	3584.0	15742.7	27219.0	0.03148831602911748	FALSE	PDX	MGH10022	MGH10022
ZNF19	CIS-BP2.00|000670|M07603_2.00	1.0	0.5453	3569.0	3584.0	27078.3	27219.0	0.2640300679438634	FALSE	PDX	MGH10022	MGH10022
ZNF341	CIS-BP2.00|001017|M08310_2.00	1.0	0.5453	3580.0	3584.0	27170.3	27219.0	0.5268373372695632	FALSE	PDX	MGH10022	MGH10022
ZNF141	CIS-BP2.00|000653|M07586_2.00	1.0	0.8794	2537.0	3584.0	19254.3	27219.0	0.003021932735848853	FALSE	PDX	MGH10022	MGH10022
GATA6	JASPAR2024|000382|MA1104.3	1.0	0.8839	2941.0	3584.0	22332.9	27219.0	0.00024000185314129504	FALSE	PDX	MGH10022	MGH10022
ZNF281	JASPAR2024|000706|MA1630.3	1.0	0.9426	2888.0	3584.0	21954.5	27219.0	-0.007918861361952032	FALSE	PDX	MGH10022	MGH10022
ZNF341	JASPAR2024|000712|MA1655.2	1.0	0.9426	3582.0	3584.0	27198.0	27219.0	0.17984818052130508	FALSE	PDX	MGH10022	MGH10022
HNF4A	JASPAR2024|000410|MA0114.5	1.0	1.0	3423.0	3584.0	26035.4	27219.0	-0.0527735055984353	FALSE	PDX	MGH10022	MGH10022
ZNF281	CIS-BP2.00|001020|M08321_2.00	1.0	1.0	2877.0	3584.0	21933.3	27219.0	-0.028838988681693472	FALSE	PDX	MGH10022	MGH10022
NR3C2	JASPAR2024|000539|MA0727.2	1.0	1.0	222.0	3584.0	1759.5	27219.0	-0.06307194121352803	FALSE	PDX	MGH10022	MGH10022
FOXD2	JASPAR2024|000361|MA0847.4	1.0	1.0	1263.0	3584.0	9742.5	27219.0	-0.0346120260798389	FALSE	PDX	MGH10022	MGH10022
HNF4A	JASPAR2024|000409|MA1494.2	1.0	1.0	372.0	3584.0	2944.5	27219.0	-0.06525236714298492	FALSE	PDX	MGH10022	MGH10022
ETV1	CIS-BP2.00|000457|M04708_2.00	1.0	1.0	3575.0	3584.0	27162.3	27219.0	-0.33539956649165903	FALSE	PDX	MGH10022	MGH10022
E2F5	CIS-BP2.00|000940|M08109_2.00	1.0	1.0	3085.0	3584.0	23578.3	27219.0	-0.06805669449509294	FALSE	PDX	MGH10022	MGH10022
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	1.0	755.0	3584.0	5919.5	27219.0	-0.05785912743368756	FALSE	PDX	MGH10022	MGH10022
ZBTB18	CIS-BP2.00|000988|M08257_2.00	1.0	1.0	3120.0	3584.0	23848.4	27219.0	-0.07460468628844118	FALSE	PDX	MGH10022	MGH10022
GATA6	CIS-BP2.00|000947|M08124_2.00	1.0	1.0	2644.0	3584.0	20295.2	27219.0	-0.05993883610673555	FALSE	PDX	MGH10022	MGH10022
NFATC4	CIS-BP2.00|000101|M01306_2.00	1.0	1.0	3584.0	3584.0	27216.4	27219.0	-0.29239074068616344	FALSE	PDX	MGH10022	MGH10022
NR3C2	CIS-BP2.00|000154|M02395_2.00	1.0	1.0	3584.0	3584.0	27216.4	27219.0	-0.29239074068616344	FALSE	PDX	MGH10022	MGH10022
HNF4A	CIS-BP2.00|000974|M08219_2.00	1.0	1.0	3243.0	3584.0	24810.8	27219.0	-0.11707674836541775	FALSE	PDX	MGH10022	MGH10022
NKX2-1	JASPAR2024|000822|MA1994.2	1.0	1.0	3380.0	3584.0	25834.9	27219.0	-0.17474416340242788	FALSE	PDX	MGH10022	MGH10022
ETV1	JASPAR2024|000652|MA1966.2	1.0	1.0	3445.0	3584.0	26298.1	27219.0	-0.20863826158152435	FALSE	PDX	MGH10022	MGH10022
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	536.0	3584.0	4352.9	27219.0	-0.11342208967022305	FALSE	PDX	MGH10022	MGH10022
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	1.0	1170.0	3584.0	9392.9	27219.0	-0.12028730966161806	FALSE	PDX	MGH10022	MGH10022
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	1.0	1875.0	3584.0	14955.4	27219.0	-0.1525725240661903	FALSE	PDX	MGH10022	MGH10022
ELF3	CIS-BP2.00|000227|M03002_2.00	1e-23	0.0	1705.0	3584.0	10271.5	26183.0	0.4912439132818282	TRUE	PDX	MGH1062	MGH1062
XBP1	JASPAR2024|000675|MA0844.2	1e-11	0.0	1953.0	3584.0	12793.8	26183.0	0.3254846881255231	TRUE	PDX	MGH1062	MGH1062
CEBPB	JASPAR2024|000235|MA0466.4	1e-08	0.0	344.0	3584.0	1824.5	26183.0	0.5048459929747771	TRUE	PDX	MGH1062	MGH1062
NFATC4	JASPAR2024|000506|MA1525.3	1e-06	0.0	2683.0	3584.0	18616.4	26183.0	0.2749160450755545	TRUE	PDX	MGH1062	MGH1062
ZNF75D	JASPAR2024|000169|MA1601.2	0.0001	0.0009	2497.0	3584.0	17473.7	26183.0	0.19495436532293467	FALSE	PDX	MGH1062	MGH1062
E2F5	CIS-BP2.00|000940|M08109_2.00	0.001	0.0016	3212.0	3584.0	22965.8	26183.0	0.27296740324661295	FALSE	PDX	MGH1062	MGH1062
NKX2-1	JASPAR2024|000822|MA1994.2	0.001	0.0025	3422.0	3584.0	24662.3	26183.0	0.3774840673256877	FALSE	PDX	MGH1062	MGH1062
XBP1	CIS-BP2.00|000375|M04231_2.00	0.01	0.0084	3382.0	3584.0	24383.0	26183.0	0.3026604009137172	FALSE	PDX	MGH1062	MGH1062
HNF4A	JASPAR2024|000410|MA0114.5	0.01	0.014	3440.0	3584.0	24869.4	26183.0	0.3312231100378004	FALSE	PDX	MGH1062	MGH1062
FOXA3	JASPAR2024|000358|MA1683.2	0.01	0.014	3184.0	3584.0	22858.1	26183.0	0.21005546998396613	FALSE	PDX	MGH1062	MGH1062
ZNF281	JASPAR2024|000706|MA1630.3	0.01	0.014	2942.0	3584.0	21021.8	26183.0	0.16927173505290513	FALSE	PDX	MGH1062	MGH1062
ZNF75D	CIS-BP2.00|000750|M07683_2.00	0.01	0.0212	2205.0	3584.0	15559.7	26183.0	0.1263995922690966	FALSE	PDX	MGH1062	MGH1062
GATA6	JASPAR2024|000382|MA1104.3	0.01	0.0212	2977.0	3584.0	21316.8	26183.0	0.16213622283636278	FALSE	PDX	MGH1062	MGH1062
ZNF281	CIS-BP2.00|001020|M08321_2.00	0.01	0.0212	2932.0	3584.0	20977.7	26183.0	0.15738219778212534	FALSE	PDX	MGH1062	MGH1062
FOXA2	JASPAR2024|000357|MA0047.4	0.01	0.0266	2778.0	3584.0	19847.0	26183.0	0.13736059057565284	FALSE	PDX	MGH1062	MGH1062
ZNF19	CIS-BP2.00|000670|M07603_2.00	0.01	0.0289	3573.0	3584.0	26026.1	26183.0	0.9101526112020417	FALSE	PDX	MGH1062	MGH1062
FOXA1	JASPAR2024|000356|MA0148.5	0.1	0.0375	2889.0	3584.0	20712.6	26183.0	0.13400405191322612	FALSE	PDX	MGH1062	MGH1062
CEBPB	CIS-BP2.00|000866|M07830_2.00	0.1	0.063	1629.0	3584.0	11468.8	26183.0	0.09637260247905267	FALSE	PDX	MGH1062	MGH1062
CREB3L2	CIS-BP2.00|000117|M01812_2.00	0.1	0.0779	1911.0	3584.0	13551.5	26183.0	0.09041394567615753	FALSE	PDX	MGH1062	MGH1062
FOXA1	CIS-BP2.00|000890|M07960_2.00	0.1	0.0858	1789.0	3584.0	12674.1	26183.0	0.08719427400127308	FALSE	PDX	MGH1062	MGH1062
CEBPA	JASPAR2024|000234|MA0102.5	0.1	0.0937	2557.0	3584.0	18331.6	26183.0	0.09233748964233673	FALSE	PDX	MGH1062	MGH1062
GATA6	CIS-BP2.00|000947|M08124_2.00	0.1	0.0983	2675.0	3584.0	19214.7	26183.0	0.09339714945647258	FALSE	PDX	MGH1062	MGH1062
CREB3L2	JASPAR2024|000025|MA0608.1	0.1	0.1136	1891.0	3584.0	13463.7	26183.0	0.07747026408591055	FALSE	PDX	MGH1062	MGH1062
FOXA2	CIS-BP2.00|000889|M07959_2.00	0.1	0.1296	2068.0	3584.0	14778.4	26183.0	0.0739796628208421	FALSE	PDX	MGH1062	MGH1062
ZNF33A	CIS-BP2.00|000762|M07695_2.00	1.0	0.256	3208.0	3584.0	23282.6	26183.0	0.08646652513996797	FALSE	PDX	MGH1062	MGH1062
FOXA3	CIS-BP2.00|000469|M04831_2.00	1.0	0.3356	130.0	3584.0	876.9	26183.0	0.12377997453983053	FALSE	PDX	MGH1062	MGH1062
ETV1	CIS-BP2.00|000457|M04708_2.00	1.0	0.3501	3580.0	3584.0	26134.1	26183.0	0.5887860290384461	FALSE	PDX	MGH1062	MGH1062
CEBPA	CIS-BP2.00|000926|M08076_2.00	1.0	0.3564	1356.0	3584.0	9734.0	26183.0	0.04068103525347981	FALSE	PDX	MGH1062	MGH1062
ELF3	JASPAR2024|000276|MA0640.3	1.0	0.4242	3571.0	3584.0	26065.9	26183.0	0.2552674265201305	FALSE	PDX	MGH1062	MGH1062
ZNF341	CIS-BP2.00|001017|M08310_2.00	1.0	0.5895	3575.0	3584.0	26105.8	26183.0	0.16373408699441497	FALSE	PDX	MGH1062	MGH1062
ZNF141	CIS-BP2.00|000653|M07586_2.00	1.0	0.6468	2543.0	3584.0	18537.5	26183.0	0.010443755071650485	FALSE	PDX	MGH1062	MGH1062
ETV1	JASPAR2024|000311|MA0761.3	1.0	0.7056	3554.0	3584.0	25957.4	26183.0	0.021624710591210163	FALSE	PDX	MGH1062	MGH1062
HNF4A	CIS-BP2.00|000974|M08219_2.00	1.0	0.8371	3226.0	3584.0	23592.5	26183.0	-0.016852956018586485	FALSE	PDX	MGH1062	MGH1062
FOXD2	CIS-BP2.00|000235|M03042_2.00	1.0	0.855	1388.0	3584.0	10201.7	26183.0	-0.01412970499747507	FALSE	PDX	MGH1062	MGH1062
ZNF341	JASPAR2024|000712|MA1655.2	1.0	0.8657	3581.0	3584.0	26161.1	26183.0	-0.19074302409095728	FALSE	PDX	MGH1062	MGH1062
ZNF444	CIS-BP2.00|000420|M04529_2.00	1.0	0.8657	1198.0	3584.0	8829.5	26183.0	-0.01888353611351226	FALSE	PDX	MGH1062	MGH1062
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	1.0	805.0	3584.0	6030.4	26183.0	-0.04631233206537434	FALSE	PDX	MGH1062	MGH1062
ETV1	JASPAR2024|000652|MA1966.2	1.0	1.0	3444.0	3584.0	25226.6	26183.0	-0.1048098520672226	FALSE	PDX	MGH1062	MGH1062
HNF4A	JASPAR2024|000409|MA1494.2	1.0	1.0	360.0	3584.0	2745.9	26183.0	-0.067793126505426	FALSE	PDX	MGH1062	MGH1062
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	1.0	1215.0	3584.0	9060.6	26183.0	-0.0448638112084053	FALSE	PDX	MGH1062	MGH1062
NFATC4	CIS-BP2.00|000101|M01306_2.00	1.0	1.0	3584.0	3584.0	26183.5	26183.0	-2.868841710185844	FALSE	PDX	MGH1062	MGH1062
NR3C2	CIS-BP2.00|000154|M02395_2.00	1.0	1.0	3584.0	3584.0	26183.5	26183.0	-2.868841710185844	FALSE	PDX	MGH1062	MGH1062
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	476.0	3584.0	3676.3	26183.0	-0.09180647783163998	FALSE	PDX	MGH1062	MGH1062
FOXD2	JASPAR2024|000361|MA0847.4	1.0	1.0	1255.0	3584.0	9550.3	26183.0	-0.09138603896583213	FALSE	PDX	MGH1062	MGH1062
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	1.0	1739.0	3584.0	13262.2	26183.0	-0.12296234006314873	FALSE	PDX	MGH1062	MGH1062
ZBTB18	CIS-BP2.00|000988|M08257_2.00	1.0	1.0	3024.0	3584.0	22491.0	26183.0	-0.1747996716953603	FALSE	PDX	MGH1062	MGH1062
NR3C2	JASPAR2024|000539|MA0727.2	1.0	1.0	197.0	3584.0	1737.8	26183.0	-0.2864646632455369	FALSE	PDX	MGH1062	MGH1062
ELF3	CIS-BP2.00|000227|M03002_2.00	1e-31	0.0	1727.0	3584.0	10431.8	27089.0	0.5704554525881219	TRUE	PDX	MGH1068	MGH1068
CEBPB	JASPAR2024|000235|MA0466.4	1e-12	0.0	358.0	3584.0	1838.6	27089.0	0.6093379755945844	TRUE	PDX	MGH1068	MGH1068
FOXA3	CIS-BP2.00|000469|M04831_2.00	1e-06	0.0	179.0	3584.0	905.9	27089.0	0.6065609135899779	TRUE	PDX	MGH1068	MGH1068
NFATC4	JASPAR2024|000506|MA1525.3	0.0001	0.0001	2646.0	3584.0	19136.6	27089.0	0.22883771636217423	FALSE	PDX	MGH1068	MGH1068
XBP1	JASPAR2024|000675|MA0844.2	0.001	0.0019	1762.0	3584.0	12517.6	27089.0	0.17087783634573903	FALSE	PDX	MGH1068	MGH1068
XBP1	CIS-BP2.00|000375|M04231_2.00	0.001	0.002	3354.0	3584.0	24936.2	27089.0	0.32960976567357697	FALSE	PDX	MGH1068	MGH1068
CREB3L2	CIS-BP2.00|000117|M01812_2.00	0.01	0.0071	1904.0	3584.0	13693.7	27089.0	0.14873749920216364	FALSE	PDX	MGH1068	MGH1068
ZNF444	CIS-BP2.00|000420|M04529_2.00	0.01	0.0071	1311.0	3584.0	9248.5	27089.0	0.15412998978947298	FALSE	PDX	MGH1068	MGH1068
FOXA1	CIS-BP2.00|000890|M07960_2.00	0.01	0.0071	1902.0	3584.0	13694.2	27089.0	0.14539917860998064	FALSE	PDX	MGH1068	MGH1068
CREB3L2	JASPAR2024|000025|MA0608.1	0.01	0.0149	1883.0	3584.0	13612.1	27089.0	0.13220843982703476	FALSE	PDX	MGH1068	MGH1068
FOXA2	CIS-BP2.00|000889|M07959_2.00	0.01	0.03	2174.0	3584.0	15883.5	27089.0	0.12117417458421889	FALSE	PDX	MGH1068	MGH1068
FOXA3	JASPAR2024|000358|MA1683.2	0.1	0.0567	3203.0	3584.0	23892.9	27089.0	0.16789199811752184	FALSE	PDX	MGH1068	MGH1068
ZNF75D	JASPAR2024|000169|MA1601.2	0.1	0.0655	2510.0	3584.0	18530.2	27089.0	0.10995658133854583	FALSE	PDX	MGH1068	MGH1068
HNF4A	JASPAR2024|000410|MA0114.5	0.1	0.1174	3454.0	3584.0	25942.2	27089.0	0.22734115002379526	FALSE	PDX	MGH1068	MGH1068
CEBPA	CIS-BP2.00|000926|M08076_2.00	0.1	0.1352	1410.0	3584.0	10278.0	27089.0	0.08534167218592202	FALSE	PDX	MGH1068	MGH1068
ZNF75D	CIS-BP2.00|000750|M07683_2.00	0.1	0.1724	2233.0	3584.0	16530.1	27089.0	0.07813351372094045	FALSE	PDX	MGH1068	MGH1068
ZNF141	CIS-BP2.00|000653|M07586_2.00	0.1	0.2021	2594.0	3584.0	19307.4	27089.0	0.07826781995666655	FALSE	PDX	MGH1068	MGH1068
ETV1	JASPAR2024|000311|MA0761.3	0.1	0.2151	3562.0	3584.0	26865.0	27089.0	0.40392576906471017	FALSE	PDX	MGH1068	MGH1068
ZNF281	CIS-BP2.00|001020|M08321_2.00	0.1	0.2227	2929.0	3584.0	21898.6	27089.0	0.08317178495266742	FALSE	PDX	MGH1068	MGH1068
NKX2-1	JASPAR2024|000822|MA1994.2	0.1	0.2227	3418.0	3584.0	25700.5	27089.0	0.1500633530262836	FALSE	PDX	MGH1068	MGH1068
CEBPB	CIS-BP2.00|000866|M07830_2.00	1.0	0.2654	1646.0	3584.0	12172.7	27089.0	0.057691391224108865	FALSE	PDX	MGH1068	MGH1068
CEBPA	JASPAR2024|000234|MA0102.5	1.0	0.2654	2618.0	3584.0	19546.7	27089.0	0.06410907888023305	FALSE	PDX	MGH1068	MGH1068
FOXD2	CIS-BP2.00|000235|M03042_2.00	1.0	0.2852	1393.0	3584.0	10288.5	27089.0	0.054238656913183476	FALSE	PDX	MGH1068	MGH1068
ZNF281	JASPAR2024|000706|MA1630.3	1.0	0.2963	2927.0	3584.0	21938.4	27089.0	0.06406763226176213	FALSE	PDX	MGH1068	MGH1068
ELF3	JASPAR2024|000276|MA0640.3	1.0	0.3777	3572.0	3584.0	26971.4	27089.0	0.3235577272620024	FALSE	PDX	MGH1068	MGH1068
FOXD2	JASPAR2024|000361|MA0847.4	1.0	0.5028	1344.0	3584.0	10027.7	27089.0	0.029956211716822893	FALSE	PDX	MGH1068	MGH1068
ZNF19	CIS-BP2.00|000670|M07603_2.00	1.0	0.5195	3566.0	3584.0	26932.6	27089.0	0.16744876151964502	FALSE	PDX	MGH1068	MGH1068
GATA6	JASPAR2024|000382|MA1104.3	1.0	0.5377	2935.0	3584.0	22099.5	27089.0	0.029270176958545734	FALSE	PDX	MGH1068	MGH1068
ZNF33A	CIS-BP2.00|000762|M07695_2.00	1.0	0.5773	3244.0	3584.0	24467.9	27089.0	0.02986917977182824	FALSE	PDX	MGH1068	MGH1068
FOXA2	JASPAR2024|000357|MA0047.4	1.0	0.6447	2775.0	3584.0	20929.2	27089.0	0.01316559031636726	FALSE	PDX	MGH1068	MGH1068
ZBTB18	CIS-BP2.00|000988|M08257_2.00	1.0	0.7573	3124.0	3584.0	23609.5	27089.0	0.00011344829055323467	FALSE	PDX	MGH1068	MGH1068
FOXA1	JASPAR2024|000356|MA0148.5	1.0	0.7573	2876.0	3584.0	21735.2	27089.0	0.00017803366407356667	FALSE	PDX	MGH1068	MGH1068
ZNF341	JASPAR2024|000712|MA1655.2	1.0	0.7695	3582.0	3584.0	27072.3	27089.0	-0.13539693124527977	FALSE	PDX	MGH1068	MGH1068
GATA6	CIS-BP2.00|000947|M08124_2.00	1.0	0.7695	2637.0	3584.0	19956.9	27089.0	-0.007450562965593111	FALSE	PDX	MGH1068	MGH1068
ZNF341	CIS-BP2.00|001017|M08310_2.00	1.0	0.8017	3577.0	3584.0	27038.7	27089.0	-0.15816279936259683	FALSE	PDX	MGH1068	MGH1068
ETV1	CIS-BP2.00|000457|M04708_2.00	1.0	0.8017	3576.0	3584.0	27031.1	27089.0	-0.13759293811730627	FALSE	PDX	MGH1068	MGH1068
NR3C2	JASPAR2024|000539|MA0727.2	1.0	0.9774	229.0	3584.0	1811.5	27089.0	-0.06773423712929162	FALSE	PDX	MGH1068	MGH1068
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	1.0	767.0	3584.0	5983.4	27089.0	-0.05767490462272147	FALSE	PDX	MGH1068	MGH1068
NFATC4	CIS-BP2.00|000101|M01306_2.00	1.0	1.0	3584.0	3584.0	27091.9	27089.0	-2.9180444040832065	FALSE	PDX	MGH1068	MGH1068
NR3C2	CIS-BP2.00|000154|M02395_2.00	1.0	1.0	3584.0	3584.0	27091.9	27089.0	-2.9180444040832065	FALSE	PDX	MGH1068	MGH1068
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	1.0	1916.0	3584.0	14752.4	27089.0	-0.05807295387624978	FALSE	PDX	MGH1068	MGH1068
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	531.0	3584.0	4219.5	27089.0	-0.08418078660765936	FALSE	PDX	MGH1068	MGH1068
E2F5	CIS-BP2.00|000940|M08109_2.00	1.0	1.0	3078.0	3584.0	23495.8	27089.0	-0.10529831312421468	FALSE	PDX	MGH1068	MGH1068
HNF4A	JASPAR2024|000409|MA1494.2	1.0	1.0	368.0	3584.0	2995.5	27089.0	-0.11819076861251229	FALSE	PDX	MGH1068	MGH1068
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	1.0	1199.0	3584.0	9397.2	27089.0	-0.07911653689308432	FALSE	PDX	MGH1068	MGH1068
ETV1	JASPAR2024|000652|MA1966.2	1.0	1.0	3440.0	3584.0	26146.5	27089.0	-0.21976700000712948	FALSE	PDX	MGH1068	MGH1068
HNF4A	CIS-BP2.00|000974|M08219_2.00	1.0	1.0	3229.0	3584.0	24686.9	27089.0	-0.17771716446476007	FALSE	PDX	MGH1068	MGH1068
ELF3	CIS-BP2.00|000227|M03002_2.00	1e-38	0.0	1792.0	3584.0	10232.2	26096.0	0.632597000058143	TRUE	PDX	MGH1089	MGH1089
XBP1	JASPAR2024|000675|MA0844.2	1e-09	0.0	1942.0	3584.0	12807.8	26096.0	0.2951421997697914	TRUE	PDX	MGH1089	MGH1089
NFATC4	JASPAR2024|000506|MA1525.3	1e-06	0.0	2668.0	3584.0	18485.0	26096.0	0.26168085814543857	TRUE	PDX	MGH1089	MGH1089
XBP1	CIS-BP2.00|000375|M04231_2.00	1e-05	0.0001	3407.0	3584.0	24346.6	26096.0	0.4644171702666787	FALSE	PDX	MGH1089	MGH1089
E2F5	CIS-BP2.00|000940|M08109_2.00	0.0001	0.0001	3219.0	3584.0	22847.7	26096.0	0.3247916631158008	FALSE	PDX	MGH1089	MGH1089
CREB3L2	CIS-BP2.00|000117|M01812_2.00	0.0001	0.0001	1997.0	3584.0	13631.7	26096.0	0.20228023915568136	FALSE	PDX	MGH1089	MGH1089
CEBPB	JASPAR2024|000235|MA0466.4	0.0001	0.0001	313.0	3584.0	1801.6	26096.0	0.3694875968338066	FALSE	PDX	MGH1089	MGH1089
CREB3L2	JASPAR2024|000025|MA0608.1	0.0001	0.0003	1977.0	3584.0	13539.4	26096.0	0.19014519275948075	FALSE	PDX	MGH1089	MGH1089
FOXA2	CIS-BP2.00|000889|M07959_2.00	0.0001	0.0005	2133.0	3584.0	14722.6	26096.0	0.1833230959271256	FALSE	PDX	MGH1089	MGH1089
FOXA1	CIS-BP2.00|000890|M07960_2.00	0.001	0.0025	1837.0	3584.0	12660.5	26096.0	0.15816413781326105	FALSE	PDX	MGH1089	MGH1089
FOXA3	JASPAR2024|000358|MA1683.2	0.01	0.0058	3194.0	3584.0	22828.4	26096.0	0.22785837454513197	FALSE	PDX	MGH1089	MGH1089
CEBPA	JASPAR2024|000234|MA0102.5	0.01	0.013	2589.0	3584.0	18310.3	26096.0	0.1454768214793659	FALSE	PDX	MGH1089	MGH1089
ZNF281	JASPAR2024|000706|MA1630.3	0.01	0.0162	2934.0	3584.0	20910.8	26096.0	0.16182164461527304	FALSE	PDX	MGH1089	MGH1089
GATA6	CIS-BP2.00|000947|M08124_2.00	0.01	0.0284	2677.0	3584.0	19029.6	26096.0	0.13178328343885048	FALSE	PDX	MGH1089	MGH1089
HNF4A	JASPAR2024|000409|MA1494.2	0.1	0.0336	420.0	3584.0	2743.9	26096.0	0.17722064485103303	FALSE	PDX	MGH1089	MGH1089
FOXA3	CIS-BP2.00|000469|M04831_2.00	0.1	0.0378	145.0	3584.0	873.0	26096.0	0.2887091664237356	FALSE	PDX	MGH1089	MGH1089
