#Name (cmd = mergePeaks /media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/audit/motif_gate/homer_parser_smoke/JASPAR2024/bg.clean.pos /media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/audit/motif_gate/homer_parser_smoke/JASPAR2024/target.clean..pos -d given -cobound 1 -prefix /media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/audit/motif_gate/homer_parser_smoke/JASPAR2024/0.0279205453853173.2.tmp)	chr	start	end	strand	stat	stat2	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/audit/motif_gate/homer_parser_smoke/JASPAR2024/target.clean..pos
BGbg_10275	chr2	237691952	237692102	+	0.000	0.000	target_6715
BGbg_10276	chr2	237966750	237967062	+	0.000	0.000	target_6716
BGbg_10277	chr2	238060688	238061119	+	0.000	0.000	target_6717
BGbg_10280	chr2	238256724	238256874	+	0.000	0.000	target_6718
BGbg_10281	chr2	238288775	238289093	+	0.000	0.000	target_6719
BGbg_10283	chr2	238426833	238426983	+	0.000	0.000	target_6720
BGbg_10289	chr2	239401031	239401459	+	0.000	0.000	target_6721
BGbg_10293	chr2	240233708	240233858	+	0.000	0.000	target_6722
BGbg_10296	chr2	240561196	240561346	+	0.000	0.000	target_6723
BGbg_10302	chr2	241149410	241149633	+	0.000	0.000	target_6724
BGbg_10303	chr2	241150258	241150520	+	0.000	0.000	target_6725
BGbg_10305	chr2	241315686	241315895	+	0.000	0.000	target_6726
BGbg_10306	chr2	241356088	241356359	+	0.000	0.000	target_6727
BGbg_10307	chr2	241508585	241508839	+	0.000	0.000	target_6728
BGbg_10308	chr2	241637530	241637685	+	0.000	0.000	target_6729
BGbg_10309	chr2	241686742	241687002	+	0.000	0.000	target_6730
BGbg_10310	chr2	241701379	241701606	+	0.000	0.000	target_6731
BGbg_10311	chr2	241702601	241702757	+	0.000	0.000	target_6732
BGbg_10314	chr20	290380	290530	+	0.000	0.000	target_6733
BGbg_10316	chr20	297285	297582	+	0.000	0.000	target_6734
BGbg_10317	chr20	325246	325413	+	0.000	0.000	target_6735
BGbg_10318	chr20	347653	347994	+	0.000	0.000	target_6736
BGbg_10325	chr20	653285	653598	+	0.000	0.000	target_6737
BGbg_10327	chr20	833447	833745	+	0.000	0.000	target_6738
BGbg_10332	chr20	1393011	1393313	+	0.000	0.000	target_6739
BGbg_10334	chr20	1466837	1467059	+	0.000	0.000	target_6740
BGbg_10342	chr20	2351898	2352294	+	0.000	0.000	target_6741
BGbg_10343	chr20	2470653	2471043	+	0.000	0.000	target_6742
BGbg_10348	chr20	2873264	2873560	+	0.000	0.000	target_6743
BGbg_10352	chr20	3407967	3408263	+	0.000	0.000	target_6744
BGbg_10355	chr20	3781408	3781644	+	0.000	0.000	target_6745
BGbg_10356	chr20	3795836	3796063	+	0.000	0.000	target_6746
BGbg_10362	chr20	3889077	3889392	+	0.000	0.000	target_6747
BGbg_10365	chr20	4085326	4085545	+	0.000	0.000	target_6748
BGbg_10377	chr20	5112780	5113520	+	0.000	0.000	target_6749,target_6750
BGbg_10379	chr20	5119694	5120235	+	0.000	0.000	target_6751
BGbg_10380	chr20	5126495	5127034	+	0.000	0.000	target_6752
BGbg_10384	chr20	5610981	5611202	+	0.000	0.000	target_6753
BGbg_10389	chr20	5750268	5750429	+	0.000	0.000	target_6754
BGbg_10392	chr20	5950426	5950801	+	0.000	0.000	target_6755
BGbg_10395	chr20	6005751	6006201	+	0.000	0.000	target_6756
BGbg_10401	chr20	8019574	8020005	+	0.000	0.000	target_6757
BGbg_10402	chr20	8132036	8132291	+	0.000	0.000	target_6758
BGbg_10404	chr20	9393437	9393587	+	0.000	0.000	target_6759
BGbg_10405	chr20	9913000	9913150	+	0.000	0.000	target_6760
BGbg_10406	chr20	10034791	10035121	+	0.000	0.000	target_6761
BGbg_10411	chr20	10434163	10434325	+	0.000	0.000	target_6762
BGbg_10412	chr20	10434450	10434734	+	0.000	0.000	target_6763
BGbg_10413	chr20	10435034	10435392	+	0.000	0.000	target_6764
BGbg_10418	chr20	10673950	10674146	+	0.000	0.000	target_6765
BGbg_10427	chr20	11716313	11716463	+	0.000	0.000	target_6766
BGbg_10428	chr20	11890633	11890982	+	0.000	0.000	target_6767
BGbg_10433	chr20	13638820	13639165	+	0.000	0.000	target_6768
BGbg_10434	chr20	13784799	13785036	+	0.000	0.000	target_6769
BGbg_10435	chr20	13995114	13995591	+	0.000	0.000	target_6770
BGbg_10436	chr20	14337477	14337781	+	0.000	0.000	target_6771
BGbg_10443	chr20	16573352	16573590	+	0.000	0.000	target_6772
BGbg_10444	chr20	16574903	16575075	+	0.000	0.000	target_6773
BGbg_10445	chr20	16729841	16730071	+	0.000	0.000	target_6774
BGbg_10446	chr20	17530976	17531566	+	0.000	0.000	target_6775
BGbg_10447	chr20	17536989	17537239	+	0.000	0.000	target_6776
BGbg_10449	chr20	17569071	17569426	+	0.000	0.000	target_6777
BGbg_10450	chr20	17569689	17570064	+	0.000	0.000	target_6778
BGbg_10451	chr20	17682260	17682573	+	0.000	0.000	target_6779
BGbg_10452	chr20	17968557	17969094	+	0.000	0.000	target_6780
BGbg_10453	chr20	18137792	18138114	+	0.000	0.000	target_6781
BGbg_10455	chr20	18288067	18288327	+	0.000	0.000	target_6782
BGbg_10456	chr20	18288384	18288607	+	0.000	0.000	target_6783
BGbg_10457	chr20	18466712	18467207	+	0.000	0.000	target_6784
BGbg_10458	chr20	18497142	18497390	+	0.000	0.000	target_6785
BGbg_10459	chr20	18507382	18507616	+	0.000	0.000	target_6786
BGbg_10460	chr20	18507687	18507983	+	0.000	0.000	target_6787
BGbg_10461	chr20	18567255	18567532	+	0.000	0.000	target_6788
BGbg_10462	chr20	18587677	18588107	+	0.000	0.000	target_6789
BGbg_10463	chr20	18793940	18794159	+	0.000	0.000	target_6790
BGbg_10467	chr20	20017084	20017389	+	0.000	0.000	target_6791
BGbg_10468	chr20	20052460	20052908	+	0.000	0.000	target_6792
BGbg_10469	chr20	20712623	20713076	+	0.000	0.000	target_6793
BGbg_10474	chr20	21125757	21126116	+	0.000	0.000	target_6794
BGbg_10475	chr20	21303176	21303628	+	0.000	0.000	target_6795
BGbg_10485	chr20	23350454	23350808	+	0.000	0.000	target_6796
BGbg_10486	chr20	23358018	23358442	+	0.000	0.000	target_6797
BGbg_10488	chr20	23421407	23421677	+	0.000	0.000	target_6798
BGbg_10491	chr20	23637904	23638159	+	0.000	0.000	target_6799
BGbg_10499	chr20	25195580	25195769	+	0.000	0.000	target_6800
BGbg_10503	chr20	25247878	25248376	+	0.000	0.000	target_6801
BGbg_10509	chr20	25390791	25391163	+	0.000	0.000	target_6802
BGbg_10512	chr20	25623822	25624271	+	0.000	0.000	target_6803
BGbg_10513	chr20	25696639	25697112	+	0.000	0.000	target_6804
BGbg_10515	chr20	30376977	30377324	+	0.000	0.000	target_6805
BGbg_10516	chr20	30580099	30580257	+	0.000	0.000	target_6806
BGbg_10517	chr20	30585258	30585534	+	0.000	0.000	target_6807
BGbg_10518	chr20	30724094	30724298	+	0.000	0.000	target_6808
BGbg_10519	chr20	31313465	31313656	+	0.000	0.000	target_6809
BGbg_10520	chr20	31503264	31503417	+	0.000	0.000	target_6810
BGbg_10521	chr20	31514390	31514541	+	0.000	0.000	target_6811
BGbg_10522	chr20	31557521	31557671	+	0.000	0.000	target_6812
BGbg_10524	chr20	31572899	31573449	+	0.000	0.000	target_6813
BGbg_10528	chr20	31605071	31605227	+	0.000	0.000	target_6814
BGbg_10531	chr20	31612924	31613113	+	0.000	0.000	target_6815
BGbg_10532	chr20	31661603	31661765	+	0.000	0.000	target_6816
BGbg_10534	chr20	31723483	31723751	+	0.000	0.000	target_6817
BGbg_10535	chr20	31739014	31739363	+	0.000	0.000	target_6818
BGbg_10536	chr20	31879498	31879840	+	0.000	0.000	target_6819
BGbg_10537	chr20	31895237	31895387	+	0.000	0.000	target_6820
BGbg_10538	chr20	31951928	31952259	+	0.000	0.000	target_6821
BGbg_10539	chr20	32018068	32018220	+	0.000	0.000	target_6822
BGbg_10541	chr20	32207784	32207966	+	0.000	0.000	target_6823
BGbg_10543	chr20	32357967	32358303	+	0.000	0.000	target_6824
BGbg_10545	chr20	32819767	32819958	+	0.000	0.000	target_6825
BGbg_10546	chr20	32820127	32820277	+	0.000	0.000	target_6826
BGbg_10549	chr20	33443759	33443994	+	0.000	0.000	target_6827
BGbg_10550	chr20	33457235	33457385	+	0.000	0.000	target_6828
BGbg_10551	chr20	33489751	33490073	+	0.000	0.000	target_6829
BGbg_10552	chr20	33686426	33686609	+	0.000	0.000	target_6830
BGbg_10554	chr20	33731893	33732453	+	0.000	0.000	target_6831
BGbg_10557	chr20	33811003	33811408	+	0.000	0.000	target_6832
BGbg_10558	chr20	33993081	33993851	+	0.000	0.000	target_6833
BGbg_10559	chr20	34112131	34112520	+	0.000	0.000	target_6834
BGbg_10561	chr20	34303271	34303559	+	0.000	0.000	target_6835
BGbg_10562	chr20	34363166	34363323	+	0.000	0.000	target_6836
BGbg_10565	chr20	34515467	34515622	+	0.000	0.000	target_6837
BGbg_10567	chr20	34516562	34516712	+	0.000	0.000	target_6838
BGbg_10569	chr20	34676990	34677270	+	0.000	0.000	target_6839
BGbg_10570	chr20	34876039	34876485	+	0.000	0.000	target_6840
BGbg_10572	chr20	34955649	34956057	+	0.000	0.000	target_6841
BGbg_10574	chr20	35147183	35147480	+	0.000	0.000	target_6842
BGbg_10586	chr20	35454987	35455288	+	0.000	0.000	target_6843
BGbg_10587	chr20	35541909	35542159	+	0.000	0.000	target_6844
BGbg_10588	chr20	35616147	35616638	+	0.000	0.000	target_6845
BGbg_10589	chr20	35619261	35619564	+	0.000	0.000	target_6846
BGbg_10590	chr20	35664887	35665100	+	0.000	0.000	target_6847
BGbg_10591	chr20	35699274	35699641	+	0.000	0.000	target_6848
BGbg_10592	chr20	35742162	35742638	+	0.000	0.000	target_6849
BGbg_10593	chr20	35771853	35772107	+	0.000	0.000	target_6850
BGbg_10595	chr20	35954247	35954836	+	0.000	0.000	target_6851
BGbg_10603	chr20	36461313	36461517	+	0.000	0.000	target_6852
BGbg_10605	chr20	36605448	36605598	+	0.000	0.000	target_6853
BGbg_10607	chr20	36746073	36746309	+	0.000	0.000	target_6854
BGbg_10608	chr20	36773686	36774000	+	0.000	0.000	target_6855
BGbg_10611	chr20	36951599	36951931	+	0.000	0.000	target_6856
BGbg_10612	chr20	37095845	37096071	+	0.000	0.000	target_6857
BGbg_10614	chr20	37178840	37179130	+	0.000	0.000	target_6858
BGbg_10618	chr20	37528115	37528266	+	0.000	0.000	target_6859
BGbg_10619	chr20	37693785	37694145	+	0.000	0.000	target_6860,target_6861
BGbg_10624	chr20	38165292	38165496	+	0.000	0.000	target_6862
BGbg_10627	chr20	38446517	38446740	+	0.000	0.000	target_6863
BGbg_10628	chr20	38472537	38472931	+	0.000	0.000	target_6864
BGbg_10630	chr20	38633681	38633831	+	0.000	0.000	target_6865
BGbg_10631	chr20	38747971	38748235	+	0.000	0.000	target_6866
BGbg_10632	chr20	38748356	38748518	+	0.000	0.000	target_6867
BGbg_10636	chr20	38926027	38926444	+	0.000	0.000	target_6868
BGbg_10637	chr20	38962044	38962439	+	0.000	0.000	target_6869
BGbg_10638	chr20	39081244	39081394	+	0.000	0.000	target_6870
BGbg_10639	chr20	39112140	39112290	+	0.000	0.000	target_6871
BGbg_10640	chr20	40690077	40690296	+	0.000	0.000	target_6872
BGbg_10642	chr20	40963042	40963192	+	0.000	0.000	target_6873
BGbg_10643	chr20	40990596	40990839	+	0.000	0.000	target_6874
BGbg_10646	chr20	41028354	41028883	+	0.000	0.000	target_6875
BGbg_10647	chr20	41136869	41137030	+	0.000	0.000	target_6876
BGbg_10648	chr20	41317606	41317982	+	0.000	0.000	target_6877
BGbg_10649	chr20	41340059	41340289	+	0.000	0.000	target_6878
BGbg_10650	chr20	41340576	41340911	+	0.000	0.000	target_6879
BGbg_10651	chr20	41618346	41618676	+	0.000	0.000	target_6880
BGbg_10653	chr20	43457729	43458003	+	0.000	0.000	target_6881
BGbg_10655	chr20	43590517	43590726	+	0.000	0.000	target_6882
BGbg_10656	chr20	43590832	43591010	+	0.000	0.000	target_6883
BGbg_10657	chr20	43666946	43667096	+	0.000	0.000	target_6884
BGbg_10659	chr20	44210522	44210874	+	0.000	0.000	target_6885
BGbg_10660	chr20	44210926	44211183	+	0.000	0.000	target_6886
BGbg_10661	chr20	44311138	44311386	+	0.000	0.000	target_6887
BGbg_10662	chr20	44388577	44388798	+	0.000	0.000	target_6888
BGbg_10663	chr20	44522066	44522263	+	0.000	0.000	target_6889
BGbg_10664	chr20	44610048	44610198	+	0.000	0.000	target_6890
BGbg_10668	chr20	44885341	44885734	+	0.000	0.000	target_6891
BGbg_10669	chr20	44960317	44960595	+	0.000	0.000	target_6892
BGbg_10670	chr20	44966302	44966537	+	0.000	0.000	target_6893
BGbg_10673	chr20	45348365	45348527	+	0.000	0.000	target_6894
BGbg_10674	chr20	45362862	45363249	+	0.000	0.000	target_6895
BGbg_10675	chr20	45363359	45363585	+	0.000	0.000	target_6896
BGbg_10678	chr20	45812364	45812667	+	0.000	0.000	target_6897
BGbg_10679	chr20	45833746	45833896	+	0.000	0.000	target_6898
BGbg_10680	chr20	45834010	45834175	+	0.000	0.000	target_6899
BGbg_10681	chr20	45857293	45857649	+	0.000	0.000	target_6900
BGbg_10682	chr20	45880992	45881326	+	0.000	0.000	target_6901
BGbg_10683	chr20	45934995	45935397	+	0.000	0.000	target_6902
BGbg_10687	chr20	46089836	46090136	+	0.000	0.000	target_6903
BGbg_10689	chr20	46406165	46406440	+	0.000	0.000	target_6904
BGbg_10690	chr20	46406564	46406780	+	0.000	0.000	target_6905
BGbg_10691	chr20	46689369	46689900	+	0.000	0.000	target_6906
BGbg_10697	chr20	47501660	47502004	+	0.000	0.000	target_6907
BGbg_10699	chr20	47725388	47725580	+	0.000	0.000	target_6908
BGbg_10701	chr20	48921657	48921823	+	0.000	0.000	target_6909
BGbg_10703	chr20	49046586	49046922	+	0.000	0.000	target_6910
BGbg_10704	chr20	49188300	49188557	+	0.000	0.000	target_6911
BGbg_10706	chr20	49278110	49278571	+	0.000	0.000	target_6912
BGbg_10709	chr20	49501981	49502131	+	0.000	0.000	target_6913
BGbg_10713	chr20	49713689	49713854	+	0.000	0.000	target_6914
BGbg_10715	chr20	49936243	49936463	+	0.000	0.000	target_6915
BGbg_10717	chr20	50115907	50116101	+	0.000	0.000	target_6916
BGbg_10718	chr20	50153656	50153992	+	0.000	0.000	target_6917
BGbg_10719	chr20	50165972	50166371	+	0.000	0.000	target_6918
BGbg_10720	chr20	50172362	50172641	+	0.000	0.000	target_6919
BGbg_10728	chr20	50509934	50510437	+	0.000	0.000	target_6920
BGbg_10732	chr20	50730897	50731566	+	0.000	0.000	target_6921
BGbg_10734	chr20	50761842	50762082	+	0.000	0.000	target_6922
BGbg_10735	chr20	50790682	50790991	+	0.000	0.000	target_6923
BGbg_10736	chr20	50794887	50795157	+	0.000	0.000	target_6924
BGbg_10738	chr20	50929402	50929623	+	0.000	0.000	target_6925
BGbg_10745	chr20	51767070	51767380	+	0.000	0.000	target_6926
BGbg_10746	chr20	51802550	51802700	+	0.000	0.000	target_6927
BGbg_10747	chr20	51910329	51910485	+	0.000	0.000	target_6928
BGbg_10748	chr20	51910648	51910859	+	0.000	0.000	target_6929
BGbg_10749	chr20	51966386	51966630	+	0.000	0.000	target_6930
BGbg_10750	chr20	52191456	52191854	+	0.000	0.000	target_6931
BGbg_10751	chr20	52313445	52313621	+	0.000	0.000	target_6932
BGbg_10752	chr20	53217229	53217385	+	0.000	0.000	target_6933
BGbg_10753	chr20	53594097	53594374	+	0.000	0.000	target_6934
BGbg_10754	chr20	53608505	53608976	+	0.000	0.000	target_6935
BGbg_10755	chr20	53623405	53623578	+	0.000	0.000	target_6936
BGbg_10756	chr20	53708292	53708565	+	0.000	0.000	target_6937
BGbg_10757	chr20	53869802	53870012	+	0.000	0.000	target_6938
BGbg_10759	chr20	53939979	53940182	+	0.000	0.000	target_6939
BGbg_10766	chr20	54207742	54207934	+	0.000	0.000	target_6940
BGbg_10767	chr20	56358745	56359048	+	0.000	0.000	target_6941
BGbg_10768	chr20	56392196	56392725	+	0.000	0.000	target_6942
BGbg_10769	chr20	56468426	56468693	+	0.000	0.000	target_6943
BGbg_10772	chr20	56629084	56629326	+	0.000	0.000	target_6944
BGbg_10777	chr20	57718516	57718746	+	0.000	0.000	target_6945
BGbg_10779	chr20	58389105	58389308	+	0.000	0.000	target_6946
BGbg_10782	chr20	58650815	58651285	+	0.000	0.000	target_6947
BGbg_10784	chr20	58981052	58981358	+	0.000	0.000	target_6948
BGbg_10785	chr20	59032262	59032701	+	0.000	0.000	target_6949
BGbg_10786	chr20	59042785	59043054	+	0.000	0.000	target_6950
BGbg_10787	chr20	59063840	59063992	+	0.000	0.000	target_6951
BGbg_10788	chr20	59087905	59088055	+	0.000	0.000	target_6952
BGbg_10790	chr20	59525560	59525718	+	0.000	0.000	target_6953
BGbg_10791	chr20	59934036	59934272	+	0.000	0.000	target_6954
BGbg_10792	chr20	59940245	59940512	+	0.000	0.000	target_6955
BGbg_10793	chr20	60057460	60057741	+	0.000	0.000	target_6956
BGbg_10794	chr20	60271767	60271917	+	0.000	0.000	target_6957
BGbg_10795	chr20	62122052	62122395	+	0.000	0.000	target_6958
BGbg_10797	chr20	62182794	62183054	+	0.000	0.000	target_6959
BGbg_10798	chr20	62238135	62238523	+	0.000	0.000	target_6960
BGbg_10800	chr20	62302528	62302923	+	0.000	0.000	target_6961
BGbg_10803	chr20	62386863	62387056	+	0.000	0.000	target_6962
BGbg_10804	chr20	62642305	62642517	+	0.000	0.000	target_6963
BGbg_10806	chr20	62794345	62794611	+	0.000	0.000	target_6964
BGbg_10807	chr20	62937877	62938088	+	0.000	0.000	target_6965
BGbg_10808	chr20	62972433	62972606	+	0.000	0.000	target_6966
BGbg_10813	chr20	63537786	63538105	+	0.000	0.000	target_6967
BGbg_10814	chr20	63642085	63642312	+	0.000	0.000	target_6968
BGbg_10816	chr20	63739574	63739724	+	0.000	0.000	target_6969
BGbg_10817	chr20	63864893	63865352	+	0.000	0.000	target_6970
BGbg_10818	chr20	63895010	63895166	+	0.000	0.000	target_6971
BGbg_10820	chr20	63980936	63981117	+	0.000	0.000	target_6972
BGbg_10825	chr21	13980149	13980362	+	0.000	0.000	target_6973
BGbg_10826	chr21	14027224	14027423	+	0.000	0.000	target_6974
BGbg_10827	chr21	14215991	14216194	+	0.000	0.000	target_6975
BGbg_10828	chr21	14383069	14383522	+	0.000	0.000	target_6976
BGbg_10833	chr21	15729658	15730225	+	0.000	0.000	target_6977
BGbg_10834	chr21	16241726	16241876	+	0.000	0.000	target_6978
BGbg_10836	chr21	17454434	17454878	+	0.000	0.000	target_6979
BGbg_10838	chr21	17512579	17512954	+	0.000	0.000	target_6980
BGbg_10839	chr21	17819537	17819712	+	0.000	0.000	target_6981
BGbg_10840	chr21	17925070	17925244	+	0.000	0.000	target_6982
BGbg_10841	chr21	25607470	25607644	+	0.000	0.000	target_6983
BGbg_10842	chr21	25734831	25735170	+	0.000	0.000	target_6984
BGbg_10843	chr21	25735217	25735404	+	0.000	0.000	target_6985
BGbg_10844	chr21	25735623	25735773	+	0.000	0.000	target_6986
BGbg_10845	chr21	25801580	25801867	+	0.000	0.000	target_6987
BGbg_10846	chr21	28517029	28517208	+	0.000	0.000	target_6988
BGbg_10847	chr21	28745808	28745977	+	0.000	0.000	target_6989
BGbg_10848	chr21	28885027	28885499	+	0.000	0.000	target_6990
BGbg_10849	chr21	28992741	28993141	+	0.000	0.000	target_6991
BGbg_10850	chr21	29002453	29002953	+	0.000	0.000	target_6992
BGbg_10851	chr21	29019239	29019474	+	0.000	0.000	target_6993
BGbg_10852	chr21	29024568	29024741	+	0.000	0.000	target_6994
BGbg_10853	chr21	29024812	29025131	+	0.000	0.000	target_6995
BGbg_10854	chr21	29073577	29073972	+	0.000	0.000	target_6996
BGbg_10856	chr21	29298684	29298906	+	0.000	0.000	target_6997
BGbg_10857	chr21	29299015	29299247	+	0.000	0.000	target_6998
BGbg_10858	chr21	29499824	29499987	+	0.000	0.000	target_6999
BGbg_10859	chr21	29849794	29849966	+	0.000	0.000	target_7000
BGbg_10860	chr21	30408863	30409117	+	0.000	0.000	target_7001
BGbg_10861	chr21	30434155	30434348	+	0.000	0.000	target_7002
BGbg_10862	chr21	30839476	30839626	+	0.000	0.000	target_7003
BGbg_10863	chr21	31354643	31354793	+	0.000	0.000	target_7004
BGbg_10864	chr21	31558965	31559667	+	0.000	0.000	target_7005
BGbg_10865	chr21	31659454	31659771	+	0.000	0.000	target_7006
BGbg_10866	chr21	31732005	31732311	+	0.000	0.000	target_7007
BGbg_10868	chr21	31872970	31873120	+	0.000	0.000	target_7008
BGbg_10870	chr21	32279006	32279212	+	0.000	0.000	target_7009
BGbg_10872	chr21	32392956	32393166	+	0.000	0.000	target_7010
BGbg_10874	chr21	32569374	32569592	+	0.000	0.000	target_7011
BGbg_10876	chr21	32569909	32570101	+	0.000	0.000	target_7012
BGbg_10877	chr21	32612340	32612635	+	0.000	0.000	target_7013
BGbg_10878	chr21	32727863	32728203	+	0.000	0.000	target_7014
BGbg_10881	chr21	33229863	33230013	+	0.000	0.000	target_7015
BGbg_10884	chr21	33542786	33543087	+	0.000	0.000	target_7016
BGbg_10886	chr21	33641642	33642051	+	0.000	0.000	target_7017
BGbg_10887	chr21	33642158	33642596	+	0.000	0.000	target_7018
BGbg_10888	chr21	33656064	33656214	+	0.000	0.000	target_7019
BGbg_10890	chr21	33915788	33916025	+	0.000	0.000	target_7020
BGbg_10892	chr21	34073481	34073701	+	0.000	0.000	target_7021
BGbg_10893	chr21	34615255	34615455	+	0.000	0.000	target_7022
BGbg_10895	chr21	34888698	34888957	+	0.000	0.000	target_7023
BGbg_10897	chr21	36060259	36060702	+	0.000	0.000	target_7024
BGbg_10900	chr21	36156270	36156870	+	0.000	0.000	target_7025
BGbg_10901	chr21	36319867	36320336	+	0.000	0.000	target_7026
BGbg_10902	chr21	36385277	36385506	+	0.000	0.000	target_7027
BGbg_10906	chr21	36966544	36966770	+	0.000	0.000	target_7028
BGbg_10907	chr21	36990080	36990544	+	0.000	0.000	target_7029
BGbg_10908	chr21	37009852	37010164	+	0.000	0.000	target_7030
BGbg_10911	chr21	37072993	37073148	+	0.000	0.000	target_7031
BGbg_10912	chr21	37073187	37073341	+	0.000	0.000	target_7032
BGbg_10913	chr21	37267396	37267784	+	0.000	0.000	target_7033
BGbg_10914	chr21	37267888	37268108	+	0.000	0.000	target_7034
BGbg_10916	chr21	37366397	37366801	+	0.000	0.000	target_7035
BGbg_10922	chr21	39183351	39183685	+	0.000	0.000	target_7036
BGbg_10923	chr21	39183773	39184056	+	0.000	0.000	target_7037
BGbg_10924	chr21	39348969	39349527	+	0.000	0.000	target_7038
BGbg_10925	chr21	39380172	39380509	+	0.000	0.000	target_7039
BGbg_10926	chr21	39388646	39388796	+	0.000	0.000	target_7040
BGbg_10927	chr21	39445825	39446018	+	0.000	0.000	target_7041
BGbg_10929	chr21	39788402	39788599	+	0.000	0.000	target_7042
BGbg_10930	chr21	41121947	41122115	+	0.000	0.000	target_7043
BGbg_10934	chr21	42009874	42010104	+	0.000	0.000	target_7044
BGbg_10935	chr21	42496213	42496621	+	0.000	0.000	target_7045
BGbg_10938	chr21	42879419	42879675	+	0.000	0.000	target_7046
BGbg_10939	chr21	42893034	42893405	+	0.000	0.000	target_7047
BGbg_10941	chr21	42974127	42974422	+	0.000	0.000	target_7048
BGbg_10942	chr21	42974480	42974758	+	0.000	0.000	target_7049
BGbg_10952	chr21	44339257	44339480	+	0.000	0.000	target_7050
BGbg_10953	chr21	44425672	44425850	+	0.000	0.000	target_7051
BGbg_10956	chr21	44873646	44873864	+	0.000	0.000	target_7052
BGbg_10964	chr21	45643129	45643294	+	0.000	0.000	target_7053
BGbg_10965	chr21	45643490	45643648	+	0.000	0.000	target_7054
BGbg_10966	chr21	46228821	46229094	+	0.000	0.000	target_7055
BGbg_10967	chr21	46286216	46286646	+	0.000	0.000	target_7056
BGbg_10968	chr21	46323811	46323961	+	0.000	0.000	target_7057
BGbg_10969	chr21	46324411	46324578	+	0.000	0.000	target_7058
BGbg_10970	chr21	46324625	46324807	+	0.000	0.000	target_7059
BGbg_10971	chr21	46458569	46458847	+	0.000	0.000	target_7060
BGbg_10973	chr21	46635461	46635707	+	0.000	0.000	target_7061
BGbg_10978	chr22	17171843	17171995	+	0.000	0.000	target_7063
BGbg_10980	chr22	17628720	17628922	+	0.000	0.000	target_7064
BGbg_10989	chr22	19122462	19122612	+	0.000	0.000	target_7065
BGbg_10990	chr22	19479635	19479941	+	0.000	0.000	target_7066
BGbg_10999	chr22	20858831	20858981	+	0.000	0.000	target_7067
BGbg_11001	chr22	20917166	20917501	+	0.000	0.000	target_7068
BGbg_11009	chr22	21735754	21736095	+	0.000	0.000	target_7069
BGbg_11016	chr22	24270625	24270876	+	0.000	0.000	target_7070
BGbg_11026	chr22	26645431	26645581	+	0.000	0.000	target_7071
BGbg_11031	chr22	28741756	28742059	+	0.000	0.000	target_7072
BGbg_11032	chr22	28742433	28742613	+	0.000	0.000	target_7073
BGbg_11035	chr22	28883429	28883627	+	0.000	0.000	target_7074
BGbg_11038	chr22	29553440	29553590	+	0.000	0.000	target_7075
BGbg_11040	chr22	29603213	29603696	+	0.000	0.000	target_7076
BGbg_11041	chr22	29766873	29767113	+	0.000	0.000	target_7077
BGbg_11043	chr22	29838256	29838430	+	0.000	0.000	target_7078
BGbg_11050	chr22	30289611	30289770	+	0.000	0.000	target_7079
BGbg_11051	chr22	30356730	30356927	+	0.000	0.000	target_7080
BGbg_11055	chr22	30592143	30592348	+	0.000	0.000	target_7081
BGbg_11061	chr22	31107633	31107783	+	0.000	0.000	target_7082
BGbg_11066	chr22	31662104	31662364	+	0.000	0.000	target_7083
BGbg_11067	chr22	31750102	31750252	+	0.000	0.000	target_7084
BGbg_11068	chr22	31753785	31753947	+	0.000	0.000	target_7085
BGbg_11074	chr22	33921069	33921234	+	0.000	0.000	target_7086
BGbg_11075	chr22	35257396	35257549	+	0.000	0.000	target_7087
BGbg_11076	chr22	35300015	35300367	+	0.000	0.000	target_7088
BGbg_11081	chr22	36028775	36028970	+	0.000	0.000	target_7089
BGbg_11082	chr22	36029053	36029244	+	0.000	0.000	target_7090
BGbg_11085	chr22	36388060	36388384	+	0.000	0.000	target_7091
BGbg_11089	chr22	36776105	36776572	+	0.000	0.000	target_7092
BGbg_11094	chr22	37199422	37199669	+	0.000	0.000	target_7093
BGbg_11096	chr22	37538821	37539045	+	0.000	0.000	target_7094
BGbg_11097	chr22	37608385	37608813	+	0.000	0.000	target_7095
BGbg_11099	chr22	37658397	37658791	+	0.000	0.000	target_7096
BGbg_11101	chr22	37791853	37792169	+	0.000	0.000	target_7097
BGbg_11102	chr22	37807823	37807994	+	0.000	0.000	target_7098
BGbg_11103	chr22	37844296	37844590	+	0.000	0.000	target_7099
BGbg_11115	chr22	38705445	38705896	+	0.000	0.000	target_7100
BGbg_11121	chr22	39502186	39502406	+	0.000	0.000	target_7101
BGbg_11122	chr22	39519998	39520182	+	0.000	0.000	target_7102
BGbg_11123	chr22	39529323	39529473	+	0.000	0.000	target_7103
BGbg_11130	chr22	40636680	40637093	+	0.000	0.000	target_7104
BGbg_11131	chr22	40651701	40651892	+	0.000	0.000	target_7105
